"City","Sport","Discipline","Athlete","NOC","Gender","Event","Event_gender","Medal","Year","Country"
"Athens","Aquatics","Swimming","HAJOS, Alfred","HUN","Men","100m freestyle","M","Gold",1896,"Hungary"
"Athens","Aquatics","Swimming","HERSCHMANN, Otto","AUT","Men","100m freestyle","M","Silver",1896,"Austria"
"Athens","Aquatics","Swimming","DRIVAS, Dimitrios","GRE","Men","100m freestyle for sailors","M","Bronze",1896,"Greece"
"Athens","Aquatics","Swimming","MALOKINIS, Ioannis","GRE","Men","100m freestyle for sailors","M","Gold",1896,"Greece"
"Athens","Aquatics","Swimming","CHASAPIS, Spiridon","GRE","Men","100m freestyle for sailors","M","Silver",1896,"Greece"
"Athens","Aquatics","Swimming","CHOROPHAS, Efstathios","GRE","Men","1200m freestyle","M","Bronze",1896,"Greece"
"Athens","Aquatics","Swimming","HAJOS, Alfred","HUN","Men","1200m freestyle","M","Gold",1896,"Hungary"
"Athens","Aquatics","Swimming","ANDREOU, Joannis","GRE","Men","1200m freestyle","M","Silver",1896,"Greece"
"Athens","Aquatics","Swimming","CHOROPHAS, Efstathios","GRE","Men","400m freestyle","M","Bronze",1896,"Greece"
"Athens","Aquatics","Swimming","NEUMANN, Paul","AUT","Men","400m freestyle","M","Gold",1896,"Austria"
"Athens","Aquatics","Swimming","PEPANOS, Antonios","GRE","Men","400m freestyle","M","Silver",1896,"Greece"
"Athens","Athletics","Athletics","LANE, Francis","USA","Men","100m","M","Bronze",1896,"United States"
"Athens","Athletics","Athletics","SZOKOLYI, Alajos","HUN","Men","100m","M","Bronze",1896,"Hungary"
"Athens","Athletics","Athletics","BURKE, Thomas","USA","Men","100m","M","Gold",1896,"United States"
"Athens","Athletics","Athletics","HOFMANN, Fritz","GER","Men","100m","M","Silver",1896,"Germany"
"Athens","Athletics","Athletics","CURTIS, Thomas","USA","Men","110m hurdles","M","Gold",1896,"United States"
"Athens","Athletics","Athletics","GOULDING, Grantley","GBR","Men","110m hurdles","M","Silver",1896,"United Kingdom"
"Athens","Athletics","Athletics","LERMUSIAUX, Albin","FRA","Men","1500m","M","Bronze",1896,"France"
"Athens","Athletics","Athletics","FLACK, Edwin","AUS","Men","1500m","M","Gold",1896,"Australia"
