"City","Sport","Discipline","Athlete","NOC","Gender","Event","Event_gender","Medal","Year","Country"
"London","Rowing","Rowing","MARTIN, Robert Doud","USA","Men","four-oared shell with coxswain (4-)","M","Gold",1948,"United States"
"London","Rowing","Rowing","MORGAN, Allan Jerome","USA","Men","four-oared shell with coxswain (4-)","M","Gold",1948,"United States"
"London","Rowing","Rowing","WESTLUND, Warren Dehaven","USA","Men","four-oared shell with coxswain (4-)","M","Gold",1948,"United States"
"London","Rowing","Rowing","WILL, Robert Ide","USA","Men","four-oared shell with coxswain (4-)","M","Gold",1948,"United States"
"London","Rowing","Rowing","KNECHT, Emile A.","SUI","Men","four-oared shell with coxswain (4-)","M","Silver",1948,"Switzerland"
"London","Rowing","Rowing","MOCCAND, Andre","SUI","Men","four-oared shell with coxswain (4-)","M","Silver",1948,"Switzerland"
"London","Rowing","Rowing","REICHLING, Rudolf","SUI","Men","four-oared shell with coxswain (4-)","M","Silver",1948,"Switzerland"
"London","Rowing","Rowing","SCHRIEVER, Erich","SUI","Men","four-oared shell with coxswain (4-)","M","Silver",1948,"Switzerland"
"London","Rowing","Rowing","STEBLER, Pierre Armand","SUI","Men","four-oared shell with coxswain (4-)","M","Silver",1948,"Switzerland"
"London","Rowing","Rowing","SZENDEY, Antal","HUN","Men","pair-oared shell with coxswain (2+)","M","Bronze",1948,"Hungary"
"London","Rowing","Rowing","ZIMONYI, Robert","HUN","Men","pair-oared shell with coxswain (2+)","M","Bronze",1948,"Hungary"
"London","Rowing","Rowing","ZSITNIK SR., Bela","HUN","Men","pair-oared shell with coxswain (2+)","M","Bronze",1948,"Hungary"
"London","Rowing","Rowing","ANDERSEN, Carl-Ebbe","DEN","Men","pair-oared shell with coxswain (2+)","M","Gold",1948,"Denmark"
"London","Rowing","Rowing","HENRIKSEN, Tage","DEN","Men","pair-oared shell with coxswain (2+)","M","Gold",1948,"Denmark"
"London","Rowing","Rowing","PEDERSEN, Finn","DEN","Men","pair-oared shell with coxswain (2+)","M","Gold",1948,"Denmark"
"London","Rowing","Rowing","RADI, Alberto","ITA","Men","pair-oared shell with coxswain (2+)","M","Silver",1948,"Italy"
"London","Rowing","Rowing","STEFFE, Giovanni","ITA","Men","pair-oared shell with coxswain (2+)","M","Silver",1948,"Italy"
"London","Rowing","Rowing","TARLAO, Aldo","ITA","Men","pair-oared shell with coxswain (2+)","M","Silver",1948,"Italy"
"London","Rowing","Rowing","CATASTA, Romolo","ITA","Men","single sculls (1x)","M","Bronze",1948,"Italy"
"London","Rowing","Rowing","WOOD, Merwyn Thomas","AUS","Men","single sculls (1x)","M","Gold",1948,"Australia"
"London","Rowing","Rowing","RISSO, Eduardo G.","URU","Men","single sculls (1x)","M","Silver",1948,"Uruguay"
"London","Sailing","Sailing","AMELN, Carl-Robert","SWE","Men","6m","X","Bronze",1948,"Sweden"
"London","Sailing","Sailing","HINDORFF, Martin","SWE","Men","6m","X","Bronze",1948,"Sweden"
"London","Sailing","Sailing","HOLM, Tore","SWE","Men","6m","X","Bronze",1948,"Sweden"
"London","Sailing","Sailing","LORD, Torsten","SWE","Men","6m","X","Bronze",1948,"Sweden"
"London","Sailing","Sailing","SALEN, GÃ¶sta","SWE","Men","6m","X","Bronze",1948,"Sweden"
"London","Sailing","Sailing","LOOMIS, Alfred Lee Jr.","USA","Men","6m","X","Gold",1948,"United States"
"London","Sailing","Sailing","MOONEY, Michael Macdonald","USA","Men","6m","X","Gold",1948,"United States"
"London","Sailing","Sailing","SMITH, James Hopkins Jr.","USA","Men","6m","X","Gold",1948,"United States"
"London","Sailing","Sailing","WEEKES, James Higgonson","USA","Men","6m","X","Gold",1948,"United States"
"London","Sailing","Sailing","WHITON, Herman Frasch","USA","Men","6m","X","Gold",1948,"United States"
"London","Sailing","Sailing","HOMP, Emilio C.","ARG","Men","6m","X","Silver",1948,"Argentina"
"London","Sailing","Sailing","RIVADEMAR, Rodolfo","ARG","Men","6m","X","Silver",1948,"Argentina"
"London","Sailing","Sailing","RODRIGUEZ DE LA TORRE, Rufino","ARG","Men","6m","X","Silver",1948,"Argentina"
"London","Sailing","Sailing","SIEBURGER JR., Enrique Conrado","ARG","Men","6m","X","Silver",1948,"Argentina"
"London","Sailing","Sailing","SIEBURGER SR., Enrique Conrado","ARG","Men","6m","X","Silver",1948,"Argentina"
"London","Sailing","Sailing","SIEBURGER, Julio Christian","ARG","Men","6m","X","Silver",1948,"Argentina"
"London","Sailing","Sailing","BAESS, Klaus Baard","DEN","Men","dragon","X","Bronze",1948,"Denmark"
"London","Sailing","Sailing","BERNTSEN, Ole Valdemar Henrik","DEN","Men","dragon","X","Bronze",1948,"Denmark"
"London","Sailing","Sailing","BERNTSEN, William Eldred","DEN","Men","dragon","X","Bronze",1948,"Denmark"
"London","Sailing","Sailing","BARFOD, Haakon","NOR","Men","dragon","X","Gold",1948,"Norway"
"London","Sailing","Sailing","LIE, Sigve","NOR","Men","dragon","X","Gold",1948,"Norway"
"London","Sailing","Sailing","THORVALDSEN, Thor","NOR","Men","dragon","X","Gold",1948,"Norway"
"London","Sailing","Sailing","BOHLIN, Folke","SWE","Men","dragon","X","Silver",1948,"Sweden"
"London","Sailing","Sailing","BRODIN, GÃ¶sta","SWE","Men","dragon","X","Silver",1948,"Sweden"
"London","Sailing","Sailing","JOHNSON, Hugo","SWE","Men","dragon","X","Silver",1948,"Sweden"
"London","Sailing","Sailing","DE JONG, Jacobus Hermanus Hendrik","NED","Men","firefly class","X","Bronze",1948,"Netherlands"
"London","Sailing","Sailing","ELVSTROM, Paul","DEN","Men","firefly class","X","Gold",1948,"Denmark"
"London","Sailing","Sailing","EVANS, Ralph Liggett Jr.","USA","Men","firefly class","X","Silver",1948,"United States"
"London","Sailing","Sailing","PIRIE, Lockwood Masters","USA","Men","swallow (golondrina)","X","Bronze",1948,"United States"
"London","Sailing","Sailing","TORREY, Owen Cates Jr.","USA","Men","swallow (golondrina)","X","Bronze",1948,"United States"
"London","Sailing","Sailing","BOND, David John Were","GBR","Men","swallow (golondrina)","X","Gold",1948,"United Kingdom"
"London","Sailing","Sailing","MORRIS, Stewart Harold","GBR","Men","swallow (golondrina)","X","Gold",1948,"United Kingdom"
"London","Sailing","Sailing","BELLO, Duarte M.D'Almeida","POR","Men","swallow (golondrina)","X","Silver",1948,"Portugal"
"London","Sailing","Sailing","BELLO, Fernando Pinto Coelho","POR","Men","swallow (golondrina)","X","Silver",1948,"Portugal"
"London","Sailing","Sailing","MAAS, Adriaan Lambertus Joseph","NED","Men","two-person keelboat open (Star)","X","Bronze",1948,"Netherlands"
"London","Sailing","Sailing","STUTTERHEIM, Edward","NED","Men","two-person keelboat open (Star)","X","Bronze",1948,"Netherlands"
"London","Sailing","Sailing","SMART, Hilary Hurlburt","USA","Men","two-person keelboat open (Star)","X","Gold",1948,"United States"
"London","Sailing","Sailing","SMART, Paul Hurlburt","USA","Men","two-person keelboat open (Star)","X","Gold",1948,"United States"
"London","Sailing","Sailing","DE CARDENAS CULMELL, Carlos","CUB","Men","two-person keelboat open (Star)","X","Silver",1948,"Cuba"
"London","Sailing","Sailing","DE CARDENAS PLA, Carlos","CUB","Men","two-person keelboat open (Star)","X","Silver",1948,"Cuba"
"London","Shooting","Shooting","LUNDQUIST, Sven","SWE","Men","25m rapid fire pistol (60 shots)","M","Bronze",1948,"Sweden"
"London","Shooting","Shooting","TAKACS, Karoly","HUN","Men","25m rapid fire pistol (60 shots)","M","Gold",1948,"Hungary"
"London","Shooting","Shooting","DIAZ SAENZ VALIENTE, Carlos Enrique","ARG","Men","25m rapid fire pistol (60 shots)","M","Silver",1948,"Argentina"
"London","Shooting","Shooting","RÃ–GEBERG, Willy","NOR","Men","300m free rifle 3 positions (3x40 shots)","M","Bronze",1948,"Norway"
"London","Shooting","Shooting","GRÃœNIG, Emil","SUI","Men","300m free rifle 3 positions (3x40 shots)","M","Gold",1948,"Switzerland"
"London","Shooting","Shooting","JANHONEN, Pauli Aapeli","FIN","Men","300m free rifle 3 positions (3x40 shots)","M","Silver",1948,"Finland"
"London","Shooting","Shooting","ULLMAN, Torsten","SWE","Men","50m pistol (60 shots)","M","Bronze",1948,"Sweden"
"London","Shooting","Shooting","VASQUEZ CAM, Edwin","PER","Men","50m pistol (60 shots)","M","Gold",1948,"Peru"
"London","Shooting","Shooting","SCHNYDER, Rudolf","SUI","Men","50m pistol (60 shots)","M","Silver",1948,"Switzerland"
"London","Shooting","Shooting","JONSSON, Jonas","SWE","Men","50m rifle prone (60 shots)","M","Bronze",1948,"Sweden"
"London","Shooting","Shooting","COOK, Arthur Edwin","USA","Men","50m rifle prone (60 shots)","M","Gold",1948,"United States"
"London","Shooting","Shooting","TOMSEN, Walter","USA","Men","50m rifle prone (60 shots)","M","Silver",1948,"United States"
"London","Weightlifting","Weightlifting","TOM, Richard Watt Sung","USA","Men","- 56kg, total (bantamweight)","M","Bronze",1948,"United States"
"London","Weightlifting","Weightlifting","DE PIETRO, Joseph Nicholas","USA","Men","- 56kg, total (bantamweight)","M","Gold",1948,"United States"
"London","Weightlifting","Weightlifting","CREUS, Julian","GBR","Men","- 56kg, total (bantamweight)","M","Silver",1948,"United Kingdom"
"London","Weightlifting","Weightlifting","CHARITE, Abraham","NED","Men","+ 82.5kg, total (heavyweight)","M","Bronze",1948,"Netherlands"
"London","Weightlifting","Weightlifting","DAVIS, John Henry Jr.","USA","Men","+ 82.5kg, total (heavyweight)","M","Gold",1948,"United States"
"London","Weightlifting","Weightlifting","SCHEMANSKY, Norbert","USA","Men","+ 82.5kg, total (heavyweight)","M","Silver",1948,"United States"
"London","Weightlifting","Weightlifting","SALMASSI, Jafar Mohammad","IRI","Men","56 - 60kg, total (featherweight)","M","Bronze",1948,"Iran"
"London","Weightlifting","Weightlifting","FAYAD, Mahmoud","EGY","Men","56 - 60kg, total (featherweight)","M","Gold",1948,"Egypt"
"London","Weightlifting","Weightlifting","WILKES, Rodney Adolphus","TRI","Men","56 - 60kg, total (featherweight)","M","Silver",1948,"Trinidad and Tobago"
"London","Weightlifting","Weightlifting","HALLIDAY, James","GBR","Men","60 - 67.5kg, total (lightweight)","M","Bronze",1948,"United Kingdom"
"London","Weightlifting","Weightlifting","SHAMS, Ibrahim Hassanein","EGY","Men","60 - 67.5kg, total (lightweight)","M","Gold",1948,"Egypt"
"London","Weightlifting","Weightlifting","HAMOUDA, Attia Mohamed","EGY","Men","60 - 67.5kg, total (lightweight)","M","Silver",1948,"Egypt"
"London","Weightlifting","Weightlifting","KIM, Sung-Jip","KOR","Men","67.5 - 75kg, total (middleweight)","M","Bronze",1948,"Korea, South"
"London","Weightlifting","Weightlifting","SPELLMAN, Frank Isaac","USA","Men","67.5 - 75kg, total (middleweight)","M","Gold",1948,"United States"
"London","Weightlifting","Weightlifting","GEORGE, Peter T.","USA","Men","67.5 - 75kg, total (middleweight)","M","Silver",1948,"United States"
"London","Weightlifting","Weightlifting","MAGNUSSON, GÃ¶sta","SWE","Men","75 - 82.5kg, total (light-heavyweight)","M","Bronze",1948,"Sweden"
"London","Weightlifting","Weightlifting","STANCZYK, Stanley Anthony","USA","Men","75 - 82.5kg, total (light-heavyweight)","M","Gold",1948,"United States"
"London","Weightlifting","Weightlifting","SAKATA, Harold Toshiyuki","USA","Men","75 - 82.5kg, total (light-heavyweight)","M","Silver",1948,"United States"
"London","Wrestling","Wrestling Free.","JOHANSSON, Thure","SWE","Men","- 52kg (flyweight)","M","Bronze",1948,"Sweden"
"London","Wrestling","Wrestling Free.","VIITALA, Lenni","FIN","Men","- 52kg (flyweight)","M","Gold",1948,"Finland"
"London","Wrestling","Wrestling Free.","BALAMIR, Halit","TUR","Men","- 52kg (flyweight)","M","Silver",1948,"Turkey"
"London","Wrestling","Wrestling Free.","ARMSTRONG, Joseph","AUS","Men","+ 87kg (heavyweight)","M","Bronze",1948,"Australia"
"London","Wrestling","Wrestling Free.","BOBIS, Gyula","HUN","Men","+ 87kg (heavyweight)","M","Gold",1948,"Hungary"
"London","Wrestling","Wrestling Free.","ANTONSSON, Bertil","SWE","Men","+ 87kg (heavyweight)","M","Silver",1948,"Sweden"
"London","Wrestling","Wrestling Free.","KOUYOS, Charles","FRA","Men","52 - 57kg (bantamweight)","M","Bronze",1948,"France"
"London","Wrestling","Wrestling Free.","AKAR, Nazuh","TUR","Men","52 - 57kg (bantamweight)","M","Gold",1948,"Turkey"
"London","Wrestling","Wrestling Free.","LEEMAN, Gerald Grant","USA","Men","52 - 57kg (bantamweight)","M","Silver",1948,"United States"
"London","Wrestling","Wrestling Free.","MÃœLLER, Adolf","SUI","Men","57 - 63kg (featherweight)","M","Bronze",1948,"Switzerland"
"London","Wrestling","Wrestling Free.","BILGE, Gazanfer","TUR","Men","57 - 63kg (featherweight)","M","Gold",1948,"Turkey"
"London","Wrestling","Wrestling Free.","SJÃ–LIN, Ivar","SWE","Men","57 - 63kg (featherweight)","M","Silver",1948,"Sweden"
"London","Wrestling","Wrestling Free.","BAUMANN, Hermann","SUI","Men","63 - 67kg (lightweight)","M","Bronze",1948,"Switzerland"
"London","Wrestling","Wrestling Free.","ATIK, Celal","TUR","Men","63 - 67kg (lightweight)","M","Gold",1948,"Turkey"
"London","Wrestling","Wrestling Free.","FRÃ„NDFORS-JÃ–NSSON, GÃ¶sta","SWE","Men","63 - 67kg (lightweight)","M","Silver",1948,"Sweden"
"London","Wrestling","Wrestling Free.","MERRILL, Leland Gilbert Jr.","USA","Men","67 - 73kg (welterweight)","M","Bronze",1948,"United States"
"London","Wrestling","Wrestling Free.","DOGU, Yasar","TUR","Men","67 - 73kg (welterweight)","M","Gold",1948,"Turkey"
"London","Wrestling","Wrestling Free.","GARRARD, Richard Edward","AUS","Men","67 - 73kg (welterweight)","M","Silver",1948,"Australia"
"London","Wrestling","Wrestling Free.","LINDEN, Erik","SWE","Men","73 - 79kg (middleweight)","M","Bronze",1948,"Sweden"
"London","Wrestling","Wrestling Free.","BRAND, Glen","USA","Men","73 - 79kg (middleweight)","M","Gold",1948,"United States"
"London","Wrestling","Wrestling Free.","CANDEMIR, Adil","TUR","Men","73 - 79kg (middleweight)","M","Silver",1948,"Turkey"
"London","Wrestling","Wrestling Free.","FAHLKVIST, Bengt","SWE","Men","79 - 87kg (light-heavyweight)","M","Bronze",1948,"Sweden"
"London","Wrestling","Wrestling Free.","WITTENBERG, Henry","USA","Men","79 - 87kg (light-heavyweight)","M","Gold",1948,"United States"
"London","Wrestling","Wrestling Free.","STÃ–CKLI, Fritz","SUI","Men","79 - 87kg (light-heavyweight)","M","Silver",1948,"Switzerland"
"London","Wrestling","Wrestling Gre-R","KANGASMÃ„KI, Reino","FIN","Men","- 52kg (flyweight)","M","Bronze",1948,"Finland"
"London","Wrestling","Wrestling Gre-R","LOMBARDI, Pietro","ITA","Men","- 52kg (flyweight)","M","Gold",1948,"Italy"
"London","Wrestling","Wrestling Gre-R","OLCAY, Kenan","TUR","Men","- 52kg (flyweight)","M","Silver",1948,"Turkey"
"London","Wrestling","Wrestling Gre-R","FANTONI, Guido","ITA","Men","+ 87kg (super heavyweight)","M","Bronze",1948,"Italy"
"London","Wrestling","Wrestling Gre-R","KIREÃ‡Ã‡I, Ahmet","TUR","Men","+ 87kg (super heavyweight)","M","Gold",1948,"Turkey"
"London","Wrestling","Wrestling Gre-R","NILSSON, Tor","SWE","Men","+ 87kg (super heavyweight)","M","Silver",1948,"Sweden"
"London","Wrestling","Wrestling Gre-R","KAYA, Halil","TUR","Men","52 - 57kg (bantamweight)","M","Bronze",1948,"Turkey"
"London","Wrestling","Wrestling Gre-R","PETERSEN, Kurt","SWE","Men","52 - 57kg (bantamweight)","M","Gold",1948,"Sweden"
"London","Wrestling","Wrestling Gre-R","HASSAN ALI, Mahmoud","EGY","Men","52 - 57kg (bantamweight)","M","Silver",1948,"Egypt"
"London","Wrestling","Wrestling Gre-R","TOTH, Ferenc","HUN","Men","57 - 61kg (featherweight)","M","Bronze",1948,"Hungary"
"London","Wrestling","Wrestling Gre-R","OKTAV, Mehmet","TUR","Men","57 - 61kg (featherweight)","M","Gold",1948,"Turkey"
"London","Wrestling","Wrestling Gre-R","ANDERBERG, Olle","SWE","Men","57 - 61kg (featherweight)","M","Silver",1948,"Sweden"
"London","Wrestling","Wrestling Gre-R","FERENCZ, Karoly","HUN","Men","61 - 67kg (lightweight)","M","Bronze",1948,"Hungary"
"London","Wrestling","Wrestling Gre-R","FREIJ, Gustav","SWE","Men","61 - 67kg (lightweight)","M","Gold",1948,"Sweden"
"London","Wrestling","Wrestling Gre-R","ERIKSEN, Aage Ingvar","NOR","Men","61 - 67kg (lightweight)","M","Silver",1948,"Norway"
"London","Wrestling","Wrestling Gre-R","HANSEN, Christian Henrik","DEN","Men","67 - 73kg (welterweight)","M","Bronze",1948,"Denmark"
"London","Wrestling","Wrestling Gre-R","ANDERSSON, GÃ¶sta","SWE","Men","67 - 73kg (welterweight)","M","Gold",1948,"Sweden"
"London","Wrestling","Wrestling Gre-R","SZILVASI, Miklos","HUN","Men","67 - 73kg (welterweight)","M","Silver",1948,"Hungary"
"London","Wrestling","Wrestling Gre-R","GALLEGATI, Ercole","ITA","Men","73 - 79kg (middleweight)","M","Bronze",1948,"Italy"
"London","Wrestling","Wrestling Gre-R","GRÃ–NBERG, Axel","SWE","Men","73 - 79kg (middleweight)","M","Gold",1948,"Sweden"
"London","Wrestling","Wrestling Gre-R","TAYFUR, Muhlis","TUR","Men","73 - 79kg (middleweight)","M","Silver",1948,"Turkey"
"London","Wrestling","Wrestling Gre-R","ORABI, Ibrahim","EGY","Men","79 - 87kg (light-heavyweight)","M","Bronze",1948,"Egypt"
"London","Wrestling","Wrestling Gre-R","NILSSON, Karl-Erik","SWE","Men","79 - 87kg (light-heavyweight)","M","Gold",1948,"Sweden"
"London","Wrestling","Wrestling Gre-R","GRÃ–NDAHL, Kelpo Olavi","FIN","Men","79 - 87kg (light-heavyweight)","M","Silver",1948,"Finland"
"Helsinki","Aquatics","Diving","HAASE, GÃ_nther","GER","Men","10m platform","M","Bronze",1952,"Germany"
"Helsinki","Aquatics","Diving","LEE, Samuel","USA","Men","10m platform","M","Gold",1952,"United States"
"Helsinki","Aquatics","Diving","CAPILLA PEREZ, Joaquin","MEX","Men","10m platform","M","Silver",1952,"Mexico"
"Helsinki","Aquatics","Diving","STOVER-IRWIN, Juno Roslays","USA","Women","10m platform","W","Bronze",1952,"United States"
"Helsinki","Aquatics","Diving","MCCORMICK, Patricia","USA","Women","10m platform","W","Gold",1952,"United States"
"Helsinki","Aquatics","Diving","MYERS-POPE, Paula Jean","USA","Women","10m platform","W","Silver",1952,"United States"
"Helsinki","Aquatics","Diving","CLOTWORTHY, Robert Lynn","USA","Men","3m springboard","M","Bronze",1952,"United States"
"Helsinki","Aquatics","Diving","BROWNING, David Grieg Jr.","USA","Men","3m springboard","M","Gold",1952,"United States"
"Helsinki","Aquatics","Diving","ANDERSON, Miller Altman","USA","Men","3m springboard","M","Silver",1952,"United States"
"Helsinki","Aquatics","Diving","OLSEN-JENSEN, Zoe-Ann","USA","Women","3m springboard","W","Bronze",1952,"United States"
"Helsinki","Aquatics","Diving","MCCORMICK, Patricia","USA","Women","3m springboard","W","Gold",1952,"United States"
"Helsinki","Aquatics","Diving","MOREAU, Madeleine","FRA","Women","3m springboard","W","Silver",1952,"France"
"Helsinki","Aquatics","Swimming","TAYLOR, Jack George Neil","USA","Men","100m backstroke","M","Bronze",1952,"United States"
"Helsinki","Aquatics","Swimming","OYAKAWA, Yoshinobu","USA","Men","100m backstroke","M","Gold",1952,"United States"
"Helsinki","Aquatics","Swimming","BOZON, Gilbert","FRA","Men","100m backstroke","M","Silver",1952,"France"
"Helsinki","Aquatics","Swimming","STEWART, Jean","NZL","Women","100m backstroke","W","Bronze",1952,"New Zealand"
"Helsinki","Aquatics","Swimming","HARRISON, Joan Cynthia","RSA","Women","100m backstroke","W","Gold",1952,"South Africa"
"Helsinki","Aquatics","Swimming","WIELEMA, Geertje","NED","Women","100m backstroke","W","Silver",1952,"Netherlands"
"Helsinki","Aquatics","Swimming","LARSSON, GÃ¶ran","SWE","Men","100m freestyle","M","Bronze",1952,"Sweden"
"Helsinki","Aquatics","Swimming","SCHOLES, Clark Currie","USA","Men","100m freestyle","M","Gold",1952,"United States"
"Helsinki","Aquatics","Swimming","SUZUKI, Hiroshi","JPN","Men","100m freestyle","M","Silver",1952,"Japan"
"Helsinki","Aquatics","Swimming","TEMES, Judith","HUN","Women","100m freestyle","W","Bronze",1952,"Hungary"
"Helsinki","Aquatics","Swimming","SZÃ–KE, Katalin","HUN","Women","100m freestyle","W","Gold",1952,"Hungary"
"Helsinki","Aquatics","Swimming","TERMEULEN, Johanna Maria","NED","Women","100m freestyle","W","Silver",1952,"Netherlands"
"Helsinki","Aquatics","Swimming","OKAMOTO, Tetsuo","BRA","Men","1500m freestyle","M","Bronze",1952,"Brazil"
"Helsinki","Aquatics","Swimming","KONNO, Ford Hiroshi","USA","Men","1500m freestyle","M","Gold",1952,"United States"
"Helsinki","Aquatics","Swimming","HASHIZUME, Shiro","JPN","Men","1500m freestyle","M","Silver",1952,"Japan"
"Helsinki","Aquatics","Swimming","KLEIN, Herbert","GER","Men","200m breaststroke","M","Bronze",1952,"Germany"
"Helsinki","Aquatics","Swimming","DAVIES, John Griffith","AUS","Men","200m breaststroke","M","Gold",1952,"Australia"
"Helsinki","Aquatics","Swimming","STASSFORTH, Bowen Dow","USA","Men","200m breaststroke","M","Silver",1952,"United States"
"Helsinki","Aquatics","Swimming","GORDON-MCKAY, Helen Orr","GBR","Women","200m breaststroke","W","Bronze",1952,"United Kingdom"
"Helsinki","Aquatics","Swimming","SZEKELY, Eva","HUN","Women","200m breaststroke","W","Gold",1952,"Hungary"
"Helsinki","Aquatics","Swimming","NOVAK-GERARD, Eva","HUN","Women","200m breaststroke","W","Silver",1952,"Hungary"
"Helsinki","Aquatics","Swimming","Ã–STRAND, Per-Olof","SWE","Men","400m freestyle","M","Bronze",1952,"Sweden"
"Helsinki","Aquatics","Swimming","BOITEUX, Jean","FRA","Men","400m freestyle","M","Gold",1952,"France"
"Helsinki","Aquatics","Swimming","KONNO, Ford Hiroshi","USA","Men","400m freestyle","M","Silver",1952,"United States"
"Helsinki","Aquatics","Swimming","KAWAMOTO, Evelyn Tokue","USA","Women","400m freestyle","W","Bronze",1952,"United States"
"Helsinki","Aquatics","Swimming","GYENGE, Valeria","HUN","Women","400m freestyle","W","Gold",1952,"Hungary"
"Helsinki","Aquatics","Swimming","NOVAK-GERARD, Eva","HUN","Women","400m freestyle","W","Silver",1952,"Hungary"
"Helsinki","Aquatics","Swimming","ALDERSON-ROSAZZA, Joan Ann","USA","Women","4x100m freestyle relay","W","Bronze",1952,"United States"
"Helsinki","Aquatics","Swimming","KAWAMOTO, Evelyn Tokue","USA","Women","4x100m freestyle relay","W","Bronze",1952,"United States"
"Helsinki","Aquatics","Swimming","LA VINE, Jacqueline Carol","USA","Women","4x100m freestyle relay","W","Bronze",1952,"United States"
"Helsinki","Aquatics","Swimming","STEPAN, Mary Louise","USA","Women","4x100m freestyle relay","W","Bronze",1952,"United States"
"Helsinki","Aquatics","Swimming","NOVAK, Ilona","HUN","Women","4x100m freestyle relay","W","Gold",1952,"Hungary"
"Helsinki","Aquatics","Swimming","NOVAK-GERARD, Eva","HUN","Women","4x100m freestyle relay","W","Gold",1952,"Hungary"
"Helsinki","Aquatics","Swimming","SZÃ–KE, Katalin","HUN","Women","4x100m freestyle relay","W","Gold",1952,"Hungary"
"Helsinki","Aquatics","Swimming","TEMES, Judith","HUN","Women","4x100m freestyle relay","W","Gold",1952,"Hungary"
"Helsinki","Aquatics","Swimming","HEIJTING-SCHUHMACHER, Irma","NED","Women","4x100m freestyle relay","W","Silver",1952,"Netherlands"
"Helsinki","Aquatics","Swimming","LINSSEN-VAESSEN, Marie-Louise Jean","NED","Women","4x100m freestyle relay","W","Silver",1952,"Netherlands"
"Helsinki","Aquatics","Swimming","TERMEULEN, Johanna Maria","NED","Women","4x100m freestyle relay","W","Silver",1952,"Netherlands"
"Helsinki","Aquatics","Swimming","VAN VOORN, Cornelia (Koosje)","NED","Women","4x100m freestyle relay","W","Silver",1952,"Netherlands"
"Helsinki","Aquatics","Swimming","BERNARDO, Joseph","FRA","Men","4x200m freestyle relay","M","Bronze",1952,"France"
"Helsinki","Aquatics","Swimming","BOITEUX, Jean","FRA","Men","4x200m freestyle relay","M","Bronze",1952,"France"
"Helsinki","Aquatics","Swimming","EMINENTE, Aldo","FRA","Men","4x200m freestyle relay","M","Bronze",1952,"France"
"Helsinki","Aquatics","Swimming","JANY, Alexandre","FRA","Men","4x200m freestyle relay","M","Bronze",1952,"France"
"Helsinki","Aquatics","Swimming","KONNO, Ford Hiroshi","USA","Men","4x200m freestyle relay","M","Gold",1952,"United States"
"Helsinki","Aquatics","Swimming","MCLANE, James Price Jr.","USA","Men","4x200m freestyle relay","M","Gold",1952,"United States"
"Helsinki","Aquatics","Swimming","MOORE, Wayne Richard","USA","Men","4x200m freestyle relay","M","Gold",1952,"United States"
"Helsinki","Aquatics","Swimming","WOOLSEY, William Tripp","USA","Men","4x200m freestyle relay","M","Gold",1952,"United States"
"Helsinki","Aquatics","Swimming","GOTO, Toru","JPN","Men","4x200m freestyle relay","M","Silver",1952,"Japan"
"Helsinki","Aquatics","Swimming","HAMAGUCHI, Yoshihiro","JPN","Men","4x200m freestyle relay","M","Silver",1952,"Japan"
"Helsinki","Aquatics","Swimming","SUZUKI, Hiroshi","JPN","Men","4x200m freestyle relay","M","Silver",1952,"Japan"
"Helsinki","Aquatics","Swimming","TANIKAWA, Teijiro","JPN","Men","4x200m freestyle relay","M","Silver",1952,"Japan"
"Helsinki","Aquatics","Water polo","ARENA, Ermenegildo","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","CECCARINI, Lucio","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","DE SANZUANE, Renato","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","GAMBINO, Raffaello","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","GIONTA, Salvatore","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","MANNELLI, Maurizio","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","OGNIO, Geminio","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","PERETTI, Carlo","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","POLITO, Vincenzo","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","RUBINI, Cesare","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","TRAIOLA, Renato","ITA","Men","water polo","M","Bronze",1952,"Italy"
"Helsinki","Aquatics","Water polo","ANTAL, Robert","HUN","Men","water polo","M","Gold",1952,"Hungary"
"Helsinki","Aquatics","Water polo","BOLVARI, Antal","HUN","Men","water polo","M","Gold",1952,"Hungary"
"Helsinki","Aquatics","Water polo","FABIAN, DezsÃ¶","HUN","Men","water polo","M","Gold",1952,"Hungary"
"Helsinki","Aquatics","Water polo","GYARMATI, Dezso","HUN","Men","water polo","M","Gold",1952,"Hungary"
"Helsinki","Aquatics","Water polo","HASZNOS, Istvan","HUN","Men","water polo","M","Gold",1952,"Hungary"
"Helsinki","Aquatics","Water polo","JENEI, Laszlo","HUN","Men","water polo","M","Gold",1952,"Hungary"
